name,description,location,latitude,longitude,call_number,photo_url
"조이펍","source:kakao keyword export","서울 마포구 토정로 314",37.53970611231073,126.94354176500367,"02-706-8223",
"부엉이카페앤펍","source:kakao keyword export","서울 마포구 희우정로 60",37.5518299644013,126.905500297194,"",
"펍42","source:kakao keyword export","서울 마포구 토정로 298",37.5406226739706,126.942185525719,"010-5266-6134",
"컴온캐주얼펍","source:kakao keyword export","서울 마포구 새창로4길 9",37.5416766513369,126.951792493039,"02-717-1515",
"W펍","source:kakao keyword export","서울 마포구 마포대로10길 12",37.5470944142982,126.954192537982,"",
"어텐션","source:kakao keyword export","서울 마포구 와우산로17길 11",37.5500727172522,126.922395816667,"010-5121-0778",
"오백만원하고도안바꾼 천년묵은저빗소리","source:kakao keyword export","서울 마포구 와우산로17길 19-22",37.5493728421584,126.92133732587,"",
"러브시그널","source:kakao keyword export","서울 마포구 와우산로 72",37.5508734651679,126.923408957527,"",
"힙합플레이야","source:kakao keyword export","서울 마포구 토정로11길 31",37.5458324516292,126.924925916814,"",
"파우스트","source:kakao keyword export","서울 용산구 보광로60길 7",37.53402065415381,126.99453755384123,"",
"이태원별밤","source:kakao keyword export","서울 용산구 이태원로 179",37.53469188571662,126.99424107287861,"010-8983-7774",
"핑서울","source:kakao keyword export","서울 용산구 이태원로 195",37.53481718545269,126.99565873470746,"010-2548-0901",
"OWL라운지","source:kakao keyword export","서울 용산구 이태원로27가길 9",37.5349541014825,126.994768296218,"02-795-1533",
"쉘터","source:kakao keyword export","서울 용산구 이태원로27가길 37",37.534876529626125,126.99309832179863,"",
"왕소라클럽","source:kakao keyword export","서울 용산구 우사단로 37",37.5334936057188,126.995409903041,"",
"2F","source:kakao keyword export","서울 용산구 보광로59길 10",37.5340133939113,126.993505708801,"",
"케이크샵","source:kakao keyword export","서울 용산구 이태원로 134",37.5339085281868,126.988830739917,"",
"SX Seoul","source:kakao keyword export","서울 용산구 이태원로 208",37.5345253040599,126.997047000715,"",
"클럽개더링","source:kakao keyword export","서울 용산구 이태원로27가길 13",37.5349396770003,126.994580480907,"",
"문나이트","source:kakao keyword export","서울 용산구 이태원로27길 6",37.5350262160039,126.995614597019,"",
"레드룸","source:kakao keyword export","서울 용산구 이태원로27가길 13",37.534935170433826,126.99454653852683,"010-8824-9272",
"퀸(QUEEN)","source:kakao keyword export","서울 용산구 우사단로12길 7",37.5336495015505,126.996035559965,"",
"이태원 클럽 로드","source:kakao keyword export","서울 용산구 이태원로 221",37.5353650604338,126.998229311992,"010-2502-5876",
"뮤라운지","source:kakao keyword export","서울 용산구 이태원로27가길 41",37.5348675140257,126.993003283138,"",
"그레인하우스","source:kakao keyword export","서울 용산구 우사단로 40",37.53366030327347,126.99574026287536,"070-4009-9430",
"커넥트1","source:kakao keyword export","서울 용산구 이태원로 183-4",37.5348027249842,126.994582753661,"",
"블라인드","source:kakao keyword export","서울 용산구 이태원로19길 6-4",37.5347629425016,126.992123047418,"",
"피버","source:kakao keyword export","서울 용산구 보광로60길 7",37.534047684593,126.994546603151,"",
"OUI","source:kakao keyword export","서울 용산구 이태원로 173-7",37.5348675261763,126.99321146488,"",
"클럽토스트","source:kakao keyword export","서울 용산구 보광로 124",37.5338260257386,126.99427960729,"",
"BBCB","source:kakao keyword export","서울 용산구 보광로60길 22",37.53390356277286,126.9954517400105,"",
"올드타운","source:kakao keyword export","서울 용산구 우사단로14길 10",37.5339234140772,126.996288980915,"",
"돔스타","source:kakao keyword export","서울 용산구 이태원로 187",37.5347162380733,126.994786415559,"",
"클럽레드룸","source:kakao keyword export","서울 용산구 우사단로 46",37.534204511274,126.995836401985,"",
"여보","source:kakao keyword export","서울 용산구 이태원로 242",37.5362516579228,127.000316804161,"",
"트레저바이오프더레코드","source:kakao keyword export","서울 용산구 이태원로27가길 13",37.5349414781697,126.994562377998,"",
"다이브","source:kakao keyword export","서울 용산구 이태원로27가길 37",37.5348675196183,126.993098322629,"",
"BADROOM","source:kakao keyword export","서울 용산구 이태원로 187",37.5347279509339,126.994783020482,"010-7756-7399",
"투칼라","source:kakao keyword export","서울 용산구 이태원로 183-4",37.534827953214,126.994587277523,"",
"춘향라운지클럽","source:kakao keyword export","서울 용산구 이태원로 187",37.5347018220603,126.994786416562,"",
"로쏘 서울","source:kakao keyword export","서울 용산구 대사관로31길 17",37.534065691211,127.005736250762,"",
"레거시","source:kakao keyword export","서울 용산구 보광로60길 22",37.5339152746989,126.995423454096,"",
"핑크엘리펀트","source:kakao keyword export","서울 용산구 이태원로 174",37.5342800749324,126.993234146402,"",
"미드나잇라운지클럽","source:kakao keyword export","서울 용산구 우사단로 46",37.5341937000589,126.995859030833,"",
"퍼그","source:kakao keyword export","서울 용산구 이태원로 174",37.5342728669254,126.993234147053,"",
"클럽놈코","source:kakao keyword export","서울 용산구 보광로59길 10",37.5340133939113,126.993505708801,"",
"떠그라이프","source:kakao keyword export","서울 용산구 우사단로12길 13",37.533721593778,126.996415708299,"",
"매시브클럽","source:kakao keyword export","서울 용산구 이태원로 211",37.53494697793385,126.99727553168017,"",
"이태원어셈블","source:kakao keyword export","서울 용산구 이태원로 211",37.5350298671228,126.997153334768,"",
"클럽지니","source:kakao keyword export","서울 용산구 우사단로 36",37.5334152317018,126.995759510624,"02-790-1285",
"폰에잇라운지","source:kakao keyword export","서울 용산구 이태원로27나길 40",37.534993820592,126.996895371368,"1577-7651",
"클럽스커트","source:kakao keyword export","서울 용산구 우사단로 46",37.5342261354548,126.995840926434,"",
"앤와이 라운지바앤클럽","source:kakao keyword export","서울 용산구 이태원로 134",37.533919338913,126.988817161407,"02-792-7367",
"클럽사이","source:kakao keyword export","서울 용산구 대사관로31길 21",37.5343377924957,127.005756637064,"",
"와이키키 비치펍","source:kakao keyword export","서울 용산구 이태원로 173-7",37.5348756358332,126.993222778372,"",
"필리스펍","source:kakao keyword export","서울 용산구 이태원로 136-1",37.533966210483705,126.98902533364569,"",
"미유펍","source:kakao keyword export","서울 용산구 이태원로 165-6",37.5347512563142,126.992536017225,"010-2543-6413",
"롱아일랜드펍","source:kakao keyword export","서울 용산구 이태원로 143-13",37.5345825183642,126.989278681012,"",
"더비틀즈 라이브펍","source:kakao keyword export","서울 용산구 이태원로 243",37.5368048726784,127.000011314518,"",
"이태원펍","source:kakao keyword export","서울 용산구 이태원로27가길 50",37.5350044417282,126.992602746042,"",
"킹펍","source:kakao keyword export","서울 용산구 보광로60길 22",37.5338909496356,126.995474368932,"",
"스크루지펍","source:kakao keyword export","서울 용산구 이태원로 159-1",37.5345205427065,126.991677294506,"",
"쇼플러스펍","source:kakao keyword export","서울 용산구 녹사평대로 220",37.5372051072621,126.987044807786,"02-792-1990",
"골목바이닐앤펍","source:kakao keyword export","서울 용산구 녹사평대로 222",37.5373429624388,126.987064018756,"010-3286-5921",
"탑펍앤이자카야","source:kakao keyword export","서울 용산구 이태원로27길 6",37.5350154031522,126.995591969157,"",
"지니펍 칵테일바 해방촌본점","source:kakao keyword export","서울 용산구 신흥로 37",37.541786705309036,126.98716056236212,"0503-7150-1126",
"펍피맥 용산점","source:kakao keyword export","서울 용산구 한강대로40길 30",37.530078027320805,126.9709378771114,"02-6405-2085",
"비스타펍레스토랑","source:kakao keyword export","서울 서초구 올림픽대로 2085-14",37.5117082467225,126.995027803787,"02-537-2405",
"펍1번가","source:kakao keyword export","서울 용산구 한강대로 276",37.5428826116314,126.97289726717,"02-749-3666",
"1979라이브펍 2호점","source:kakao keyword export","서울 용산구 새창로 213-9",37.530664624771,126.967647657573,"02-792-1979",
"락교 라이브펍","source:kakao keyword export","서울 강남구 논현로163길 11",37.524013819617,127.027230525305,"010-4757-0312",
"펍 카와우소","source:kakao keyword export","서울 중구 세종대로 80",37.56323703691934,126.97705284456636,"070-7777-5502",
"더치킨앤펍","source:kakao keyword export","서울 중구 동호로10길 18",37.5546251186883,127.012059620606,"02-3298-6624",
"더펍브로스","source:kakao keyword export","서울 종로구 종로10길 13",37.5694974775447,126.984569310229,"",
"레츠펍 시청점","source:kakao keyword export","서울 중구 남대문로1길 47",37.5631938352627,126.977291678323,"010-6496-0688",
"몽키테라스카페&펍","source:kakao keyword export","서울 강남구 압구정로50길 25",37.526623780629,127.037910926676,"0503-7150-7889",
"서울레코드펍","source:kakao keyword export","서울 종로구 삼일대로20길 17",37.5697601512904,126.988872930358,"",
"카페&펍연무장 동대문점","source:kakao keyword export","서울 중구 을지로 264",37.5657645476428,127.007072046565,"010-5203-8846",
"제인펍","source:kakao keyword export","서울 용산구 한강대로 304",37.5454205964206,126.972335083712,"",
"리치펍","source:kakao keyword export","서울 용산구 새창로 132",37.5356632613339,126.9612709963788,"",
"노들펍","source:kakao keyword export","서울 용산구 양녕로 445",37.5176637404971,126.958036126208,"0507-1343-7951",
"감자엔라운지앤펍","source:kakao keyword export","서울 중구 명동10길 19-27",37.5631717435857,126.985836023788,"02-775-0424",
"1979라이브펍 4호점","source:kakao keyword export","서울 용산구 한강대로10길 15",37.5239421852994,126.964297513569,"",
"스코어포차&펍","source:kakao keyword export","서울 중구 퇴계로76길 30",37.5639798081118,127.015203179105,"",
"11-14번지 캐주얼펍","source:kakao keyword export","서울 종로구 청계천로 73",37.568661514889776,126.98585649105377,"02-722-3277",
"윙즈홀덤펍","source:kakao keyword export","서울 강남구 강남대로152길 42",37.5180014730185,127.022756834106,"0503-7152-8996",
"디씨펍","source:kakao keyword export","서울 중구 마른내로 72",37.5638077210829,126.995803062939,"02-2264-3355",
"러너펍 논현점","source:kakao keyword export","서울 강남구 학동로2길 56",37.5079361912232,127.023596385101,"",
"T&T펍","source:kakao keyword export","서울 중구 다산로 213",37.5623427560049,127.014742188425,"",
"이에스홀덤펍 종로점","source:kakao keyword export","서울 종로구 종로12길 14",37.5694480511335,126.985584675436,"",
"레드홀덤펍","source:kakao keyword export","서울 종로구 삼일대로20길 20",37.5695916810159,126.989042747554,"",
"A펍","source:kakao keyword export","서울 강남구 언주로172길 56",37.5267759247447,127.038299039652,"",
"시저스홀덤펍","source:kakao keyword export","서울 강남구 강남대로122길 5",37.5076658623567,127.023733152442,"",
"러너펍 압구정로데오점 홀덤펍","source:kakao keyword export","서울 강남구 선릉로157길 29",37.526242844913,127.037320199379,"010-5134-8904",
"보니스피자 용산점","source:kakao keyword export","서울 용산구 신흥로3길 2",37.54119202127253,126.9869400183146,"02-792-0303",
"JR PUB","source:kakao keyword export","서울 용산구 보광로 127",37.5340206189148,126.993822502898,"02-793-3567",
"목넘김","source:kakao keyword export","서울 용산구 신흥로 89",37.54567701731419,126.98540820025984,"02-6401-4673",
"크라운비","source:kakao keyword export","서울 용산구 이태원로26길 19",37.5336331750403,126.993570231792,"010-4172-0597",
"까르마","source:kakao keyword export","서울 용산구 신흥로 28",37.5409794039708,126.98710978263,"02-6465-0651",
"토토가요","source:kakao keyword export","서울 서초구 서초대로77길 45",37.5015676313061,127.024834999856,"",
"클럽페이스","source:kakao keyword export","서울 서초구 강남대로69길 8",37.5018442782194,127.024653012722,"010-7408-5170",
"클럽아르떼","source:kakao keyword export","서울 서초구 강남대로 415",37.499553558740885,127.02633163043477,"010-8675-9636",
"어썸","source:kakao keyword export","서울 강남구 역삼동 810-5",37.503424352069466,127.02600614586326,"",
"힙합클럽NB","source:kakao keyword export","서울 서초구 서초대로77길 45",37.5015604242106,127.02483047379,"02-596-5444",
"클럽트립","source:kakao keyword export","서울 서초구 강남대로69길 11",37.5015596122867,127.024402985871,"",
"클럽케이지","source:kakao keyword export","서울 서초구 강남대로 405",37.498828173701,127.026666115761,"",
"클럽 글리치","source:kakao keyword export","서울 서초구 서초대로77길 37",37.5009909099654,127.025201224047,"010-4773-2967",
"클럽헤븐","source:kakao keyword export","서울 서초구 강남대로69길 11",37.5014776491718,127.024264987143,"",
"차브","source:kakao keyword export","서울 강남구 봉은사로4길 36",37.50248621832148,127.0268415804634,"",
"클럽임팩트","source:kakao keyword export","서울 서초구 서초대로77길 37",37.5009873300136,127.025088131736,"",
"튜브클럽","source:kakao keyword export","서울 강남구 봉은사로 105",37.5049715906185,127.025023868604,"010-2809-2893",
"클럽슬레이","source:kakao keyword export","서울 서초구 강남대로69길 11",37.5014758467026,127.024267248396,"",
"클럽라우드","source:kakao keyword export","서울 서초구 강남대로69길 11",37.5014740442263,127.02426950965,"",
"코요테어글리라운지","source:kakao keyword export","서울 서초구 서초대로77길 54",37.5026055632001,127.024962008417,"",
"XS","source:kakao keyword export","서울 강남구 봉은사로 150",37.5059052725386,127.031545441206,"02-562-8027",
"클럽모빌","source:kakao keyword export","서울 강남구 봉은사로 115",37.5052830919348,127.026161734303,"1544-9961",
"클럽스티브","source:kakao keyword export","서울 강남구 강남대로 478",37.5051068151596,127.024673312043,"",
"클럽레이스","source:kakao keyword export","서울 서초구 강남대로 597",37.51507560520138,127.01944401562663,"070-8095-9874",
"클럽저스티스&카페","source:kakao keyword export","서울 서초구 서초중앙로26길 18",37.4957460413118,127.015345391074,"",
"강남클럽 잭&리빈","source:kakao keyword export","서울 강남구 강남대로 588",37.514368133073,127.020531962753,"010-6478-4442",
"클럽사운드","source:kakao keyword export","서울 강남구 도산대로 114",37.5164241011794,127.021224786145,"010-5560-1355",
"줄리아나나이트","source:kakao keyword export","서울 강남구 논현로 736",37.5178738708262,127.029379771502,"",
"원파티서울","source:kakao keyword export","서울 강남구 남부순환로359길 14",37.4859248771637,127.036647729645,"",
"뷰직","source:kakao keyword export","서울 강남구 도산대로11길 11",37.51815200504079,127.02241979113818,"",
"잭앤리빈","source:kakao keyword export","서울 강남구 강남대로 588",37.5143699350808,127.020531963247,"",
"타임즈 압구정","source:kakao keyword export","서울 강남구 압구정로54길 25",37.5262205632452,127.03934633198,"",
"잭리빈클럽","source:kakao keyword export","서울 강남구 강남대로 588",37.514368133073,127.020531962753,"010-5170-4947",
"클럽822","source:kakao keyword export","서울 강남구 언주로 640",37.5139734230801,127.03591038525,"010-9567-5919",
"클럽 피크","source:kakao keyword export","서울 강남구 도산대로 152",37.5181622500583,127.025230752211,"",
"뱅가드 무토","source:kakao keyword export","서울 강남구 봉은사로 410",37.5103373181803,127.045373287026,"",
"강남잭리빈클럽","source:kakao keyword export","서울 강남구 강남대로 588",37.514368133073,127.020531962753,"010-5170-4947",
"플러스레이블","source:kakao keyword export","서울 강남구 도산대로 114",37.5164286000944,127.021258721741,"",
"클럽 E1","source:kakao keyword export","서울 강남구 도산대로 152",37.5181622500652,127.025230752211,"",
"클럽 어스","source:kakao keyword export","서울 강남구 논현로 736",37.5178135375797,127.02924287689,"010-9975-0270",
"플러스82","source:kakao keyword export","서울 강남구 도산대로 539",37.5251540459067,127.052550021978,"",
"나이트사파리","source:kakao keyword export","서울 강남구 선릉로108길 9",37.5097247806158,127.044992885865,"02-1666-4820",
"캔디맨","source:kakao keyword export","서울 강남구 선릉로161길 11",37.527176512234,127.039388692403,"",
"홀 서울","source:kakao keyword export","서울 강남구 선릉로161길 20",37.5275307906093,127.038831142049,"",
"청담나이트클럽","source:kakao keyword export","서울 강남구 영동대로 737",37.52383601328147,127.05424711241656,"010-4634-9577",
"샴푸 나이트","source:kakao keyword export","서울 서초구 신반포로 162",37.5049363803267,127.002094557682,"",
"클럽오즈","source:kakao keyword export","서울 강남구 강남대로 606",37.5159377416547,127.02018400268,"",
"클럽팰리스","source:kakao keyword export","서울 강남구 언주로 640",37.5140166836356,127.035869686103,"",
"압구정힙합뮤지엄인트로","source:kakao keyword export","서울 강남구 언주로172길 65",37.5268873947524,127.039075169756,"",
"클럽나사","source:kakao keyword export","서울 강남구 도산대로 114",37.5164529357313,127.021211220579,"",
"왕스펍","source:kakao keyword export","서울 강남구 강남대로98길 11",37.5008246112399,127.02750369810458,"",
"이구펍 2호점","source:kakao keyword export","서울 강남구 테헤란로1길 26",37.5000028536602,127.02767529292,"02-567-2902",
"29펍 3호점","source:kakao keyword export","서울 서초구 강남대로 445",37.501989211843,127.025260367737,"02-535-2903",
"이구펍 4호점","source:kakao keyword export","서울 강남구 강남대로110길 14",37.50375500787789,127.02606620105381,"02-566-2904",
"아이러브펍 강남점","source:kakao keyword export","서울 강남구 테헤란로4길 45",37.49536633514783,127.03105588337041,"02-555-7999",
"아크펍","source:kakao keyword export","서울 서초구 서초대로74길 29",37.4948455541076,127.027411039864,"02-3472-2977",
"뮤지컬펍넘버스테이지","source:kakao keyword export","서울 강남구 강남대로96길 15",37.5000874176391,127.028227202109,"0502-5551-7066",
"아이러브펍 역삼점","source:kakao keyword export","서울 강남구 역삼로3길 20",37.49482297020881,127.03127503708569,"",
"C펍","source:kakao keyword export","서울 강남구 테헤란로19길 7",37.50058430611093,127.0334657410394,"",
"라틴펍 쿠바","source:kakao keyword export","서울 강남구 역삼로 130",37.4940797977759,127.03396491679,"010-4355-5414",
"엘카페라티노 마이애미라틴펍","source:kakao keyword export","서울 강남구 테헤란로14길 25",37.4976964985418,127.033756214544,"010-2173-7709",
"M3라운지펍","source:kakao keyword export","서울 강남구 강남대로 480",37.50527893449161,127.02454217549314,"",
"셔플펍","source:kakao keyword export","서울 서초구 서초대로77길 58",37.5025732470004,127.024387482679,"",
"와와펍","source:kakao keyword export","서울 강남구 역삼로3길 17",37.49462932438486,127.0310069531371,"02-568-9877",
"홀덤펍","source:kakao keyword export","서울 강남구 강남대로 480",37.5052852415283,127.024542177558,"",
"펍피맥 교대점","source:kakao keyword export","서울 서초구 반포대로30길 90",37.4926603328595,127.013365885069,"02-584-2085",
"리얼펍 강남1호역삼점","source:kakao keyword export","서울 강남구 도곡로7길 28",37.49257409177245,127.03439054059116,"",
"아크펍 강남2호점","source:kakao keyword export","서울 서초구 서운로 226",37.5030747136552,127.021791001659,"",
"비비펍 육회왕자연어공주 신논현점","source:kakao keyword export","서울 강남구 봉은사로1길 16",37.5058501055653,127.02485903811,"02-599-6606",
"하이롤러 홀덤펍 서초점","source:kakao keyword export","서울 서초구 강남대로47길 25",37.48843867766463,127.03033274539256,"0502-5552-6348",
"펍 뉴욕","source:kakao keyword export","서울 강남구 논현로63길 16",37.4930006000015,127.039116310109,"02-6404-5507",
"오픈골프펍 가맹사업본부","source:kakao keyword export","서울 강남구 봉은사로 129-1",37.506082743584,127.028082430858,"010-2954-9979",
"펍2010","source:kakao keyword export","서울 서초구 서운로 6",37.4847338386466,127.02991516241,"",
"소극장펍","source:kakao keyword export","서울 서초구 반포대로28길 77",37.49192611734927,127.01239894206796,"",
